2010190	094	935	3	3	2	3	1	5	1	1	6	9	3	12	2	7	5	10	1	4	6	9	4	3	5	3	2	7	8	1	13	22	7	4	17	24	1	5	8	2	22	3	17
2010191	080	432	4	4	2	3	4	1	2	2	7	1	4	13	3	8	4	11	2	5	7	1	5	4	6	3	3	8	9	2	14	23	8	5	2	25	2	1	9	3	23	4	9
2010192	636	168	5	1	1	1	1	2	6	3	8	2	5	1	4	9	1	12	3	6	8	2	6	5	7	1	4	9	6	3	15	24	9	6	1	26	3	2	10	4	8	5	15
2010193	062	623	6	1	2	3	2	3	6	4	1	3	6	1	5	10	2	13	6	7	9	3	7	6	2	2	5	10	1	4	16	25	10	7	2	3	4	3	11	5	1	6	11
2010194	981	277	7	2	2	1	3	4	1	7	2	4	7	2	2	11	3	14	1	8	10	4	8	7	1	3	6	11	2	7	17	26	11	8	3	1	5	4	12	7	2	7	16
2010195	281	650	0	3	1	2	4	5	6	1	3	5	8	3	1	12	4	15	6	9	11	5	9	8	2	4	7	5	3	1	18	27	0	9	4	2	6	5	13	1	3	8	11
2010196	426	948	1	4	2	3	4	1	1	2	8	9	9	4	2	13	5	16	1	10	12	9	10	9	3	5	4	1	4	2	19	28	1	10	5	3	7	6	14	2	8	9	21
2010197	863	787	2	5	3	4	1	2	2	7	8	1	10	5	3	14	6	17	2	7	13	1	11	10	4	6	1	2	5	3	8	29	2	11	6	4	8	7	15	7	1	10	22
2010198	146	312	3	1	2	3	2	3	3	1	1	2	11	6	4	3	7	18	3	1	14	2	12	1	5	7	2	3	6	4	1	30	3	12	2	5	9	8	16	1	2	11	6
2010199	972	486	4	1	1	1	4	4	6	2	8	3	12	7	5	1	4	19	4	2	15	3	13	1	6	8	3	4	7	5	8	31	4	13	1	6	10	9	6	2	3	12	18
2010200	354	493	5	2	2	3	4	5	1	3	1	9	13	8	6	2	4	20	5	3	16	4	14	2	7	9	4	5	8	6	1	9	5	14	2	3	11	10	1	3	4	13	16
2010201	266	700	0	3	3	1	1	6	2	7	2	1	14	9	7	3	1	21	6	7	17	5	0	3	8	10	5	6	9	7	2	1	0	15	3	1	12	11	2	4	5	14	7
2010202	018	041	0	1	4	2	4	7	3	1	3	2	0	10	8	4	2	22	7	1	18	6	1	4	9	11	4	7	10	8	3	2	1	1	4	2	13	12	3	5	6	15	5
2010203	633	485	1	1	5	3	4	5	4	2	8	3	1	11	9	5	4	23	8	2	19	7	2	5	10	12	1	8	11	9	8	3	2	1	5	3	14	5	4	6	7	16	17
2010204	648	535	2	2	6	3	1	5	5	3	1	4	2	12	10	6	1	5	9	3	20	8	3	6	11	3	2	9	12	10	1	4	3	2	6	4	15	5	5	7	8	17	13
2010205	344	132	3	1	2	3	2	1	6	4	2	5	3	1	11	7	2	1	10	4	21	9	4	7	12	3	3	10	13	11	2	5	4	3	2	5	16	1	6	8	9	18	6
2010206	232	838	4	1	1	3	3	2	7	5	8	6	4	1	12	8	3	2	11	5	8	10	5	8	13	3	4	11	14	12	3	6	5	4	1	6	17	2	7	9	8	19	19
2010207	432	468	5	2	2	1	4	3	6	6	8	7	5	2	13	9	4	3	12	6	1	11	6	9	14	1	5	12	6	13	4	7	6	5	2	7	18	3	8	10	8	20	18
2010208	855	248	6	3	2	2	4	4	1	7	8	8	6	3	2	10	1	4	13	7	2	12	7	10	15	2	4	13	1	14	5	8	7	6	3	8	19	4	9	11	8	21	14
2010209	354	801	0	1	1	3	1	5	2	8	8	9	7	4	1	11	2	5	14	8	8	13	0	11	16	3	1	14	2	15	6	9	8	1	4	9	20	5	10	12	1	22	9
2010210	822	828	1	1	2	4	2	6	3	9	8	10	8	5	2	12	3	6	15	9	8	14	1	12	2	4	2	15	3	16	7	10	9	1	5	10	21	6	11	13	8	23	18
